Titulo,Descripcion,Fecha,Predicted_Label
esquerra republicano catalunya proponer impedir deslocalizacion empresa ferrovial devolver dinero obtenido ayuda publico,formacion vasco apoyado legislacion europeo instar gobierno reclamar dinero aquel compania decidir marchar el espana tras beneficiar el fondo publico plazo diez ano,2023-03-06,1
herido cerrar pp 2019,pacto candidatura conjunto calmado crisis interno pp todavia quedar frente abierto critica anticapitalista confianza todavia quedar recuperar avance equo distancia equo proceso municipal,2018-04-20,0
gobierno anunciar plan retorno talento emigrant espanol,ministra magdalena fernandez diaz asegurado colectivo persona abandonar espana 2009 cifrado casi millon persona requerir atencion prioritario ejecutivo,2018-09-11,1
poder esperar pais presente programa determinar si aliado,noelia vero destacar plan rehabilitacion vivienda programa 28-a reducir factura luz crear empleo verde pedir resto formacion posicionir explicar propuesta recesion economico,2019-10-07,1
borja san ramon candidato afin yolanda diaz ganar primario poder galicia,ferrolano ahora numero dos formacion comunidad obtener 65 voto,2022-12-15,1
casado rivera seguir llamar golpista politico proces aunque sentencia mencionar golpe,despues abogacir pedir condena sedicion malversacion lider pp homologo cs acusar ejecutivo haber dar instruccion abogado publico rebajar calificacion peticion pena contentar partido independentista,2019-10-14,1
izquierdo aumentar ventaja frente derecho voto retroceder escano,abril equo unidas pp sumar 165 escano tras repeticion electoral dos formacion junto pais sumar 158 derecha sacar menos voto 28-a ganar dos escano,2019-11-11,0
pdli criticar opacidad tramitacion llamado ley uribes propiedad intelectual,gobierno prever modificar mediante decreto ley actual norma marcar cuestion polemico directivo copyright tocar libertad expresion libertad informacion internet denunciar,2021-05-26,1
manu pineda el politica exterior europeo lamentable pagar bien cara,delegacion parlamento europeo relaciones palestina visitar dia territorio ocupado tomar pulso situacion delegacion presidido eurodiputado mes per mallorca manu pineda hablado perspectiva europeo,2020-02-26,0
espana seguir firmar tratado prohibicion arma nuclear vetado otar,dos ano despues aprobacion onu 82 pais firmante 40 ratificado acuerdo buscar poner fin tipo armamento alianza atlantico seguir directriz eeuu mantener rechazo,2020-08-05,1
supremir absuelve exmilitar condenado insultar miguel angel blanco facebook,sala penal absuelve delito enaltecimiento terrorismo modalidad humillacion considerar mensaje publicar concejal asesinado quejar dedicar calle relevancia penal,2018-07-17,1
juez disco duro rechazar dian ribo comparezca plasma testificar mismo dia jordi xucla,defensa iniciativo vers per catalunya asi tres empleado partido acusado posicionado bloque dian ribo defendido traslado prision testificar personalmente suponer trastorno importante,2019-06-14,0
directo | cifuent aferra cargo ciudadano retirar apoyo,seguir minuto ultimo hora asamblea madrid presidenta madrid explicar pleno extraordinario como obtener master,2018-04-04,1
pspv jugar exito electoral fortaleza alcalde,mayoria alcald area metropolitano pertenecer conocido generacion pelayo crecer personal formativamente oposicion sombra gobierno esquerra republicano catalunya,2023-05-02,0
pepe alvarez lider ugt sugerir retirar ayuda aquel parado rechazar oferta trabajo,lider sindical destacado gobierno deber replantear el retirar prestacion persona rechazar oferta trabajo ofrecer el formacion,2023-03-10,1
robar documento caso punicar despacho alcalde valdemoro,tratar serie contrato ayuntamiento epoca pp empresa vinculado tramo corrupcion informe trabajar irregularidad contratacion personal actual alcalde ir presentar fiscalia,2018-02-27,1
gobierno andaluz reducir partida insercion social feminista atender menor extranjero tutela,pp c apruer modificacion presupuestario importir 4.6 millon cubrir necesidad centro menor marzo ano mientras reclamar gobierno central 26 millon euros financiar atencion,2020-02-10,1
vox vox cs veto ultraderecha cara galeer,juan marin vicepresidente junta andalucir gracia voto vox begona villacis cogobierna madrid 4 concejal abascal formacion ultaderecho decisivo popular naranja sumir mayoria municipio comunidad alianza precisamente matematicamente exacto,2019-07-04,1
ser rivera techo cristal arrimada,presidente c hecho sombra lider catalunya todo campana electoral aunque partido negar intente quitar el protagonismo considerar sucesora natural,2018-01-16,1
monico garcia ninguno candidato poder mediatico nunca hacer politica izquierdo,vicepresidente segundo gobierno lanzar campana largo caballero candidata comu podem generalitat poner valor papel unidas pp gobierno estatal medida impulsado eleccion ir quien quedar primero sino quien capaz articular mayoria progresista defender albiach,2021-01-29,0
eduardo rubino siempre avanzar derecho gran calado contestacion ano despues hacer despistado,ministro igualdad asegurado ley tran amplio oportunidad felicidad persona ampliar entrevista programa frontera publico tv,2021-06-30,0
extincion fundacion francisco franco aire tras convocatoria electoral,23j dejar aire proceso entidad franquista marco nuevo ley memorio democratico pp prometer si llegar moncloa derogar norma,2023-06-03,1
senadoro pp ciudadano querer ver partido asegurar dimitir,pilar barreiro imputado caso punico concedido entrevista pais afirmado nunca cometer delito ir dejar politica aunque ciudadano asi pedir apoyar presupuesto 2018,2018-02-16,1
enemigo casa historiar detras whatsapp puesto jaque pp,ignacio cosido portavoz pp senado asegurar pablo casado autor polemico mensaje ocasionado pp nuevo crisis pleno campana electoral andalucia,2018-11-23,1
sanchez convocar feijoo moncloa tras anuncio dimision lesm presidente cgpj supremo,lider pp confirmado asistir cita aunque lamentado llegar renuncia presidente ts,2022-10-09,1
diaz tras firmar acuerdo erte el agente social dar ejemplo crispacion social,ministra trabajo titular seguridad social ofrecido rueda prensa conjunto valorar acuerdo alcanzado jueves marco dialogo social extender erte,2020-06-25,1
hermandad torremolino cancela acto falangista tras informacion publico convocatorio,jefe falange espanol jons falange previsto celebrar mitin ley memoria democratico gobierno socialcomunista instalacion hermandad san miguel arcangel,2021-09-28,1
oposicion pp salamanco manueco pedir suspender nuevo afiliacion votacion congreso provincial,jueza obligar convocase congreso despues equipo manueco tratar evitar celebracion miedo evitar ganar alternativo critico presidente junto,2023-02-16,1
teniente general retirado vox congreso fusilar texto sacado internet uno pregunta parlamentario,marea publicar parlamentario elaborar texto desplieguir 5 g fusilar practicamente totalidad escrito sendos articulo organizacion ecologista accion portalyahoo citar origen autoria,2019-08-16,1
transicion punto mira uno cuento hada historia violencia impunidad,defensa exministro martin villa justicia argentinar carta expresident gobierno aviir choque relato como transcurrir periodo historico conocido transicion poner relieve esfuerzo llegar acuerdo familiar victima recordar nunca encontrar justicia,2020-09-04,1
valerio insistir no agendir gobierno incrementar edad jubilacion,despues consejo ministros ministra trabajo recalcado aumentar edad jubilacion ademas volver introducir convenio colectivo jubilacion forzoso medido fomentar contratacion trabajador joven,2018-12-07,1
asociacion ong rebelar frenazo gobierno andaluz 241 proyecto feminista,coalicion canario asegurar objetivo suprimir todo subvencion ideologico mientras ugt unir federacion feminista reivindicacion,2020-01-11,0
reforma laboral ley mordaza dos medida estrella legislaturar enfrentado izquierda,promes medida motivar gran parte abstencion erc eh bildu permitir investiduro pedro sanchez ninguno fuerza abrazado propuesta final ambos compromiso legislaturar,2023-03-15,1
causapie el psoe equipo futbol competicion fichaje,portavoz grupo socialista ayuntamiento madrid defender candidato socialista alcaldir decidir militante madrileno insistir tocar decidir el direccion federal regional,2018-04-20,1
federacion estatal foro memorio pedir junta electoral cierre valle caido despues 26 m,considerar fuerza politica concurrir proximo proceso electoral general europeo autonomico municipal declarar explicitamente heredera regimen dictatorial franquista,2019-03-28,1
tasa hepatitis c prision nueve vez alto registrado nivel general,segun dato proporcionado ejecutivo diputado izquierdo unido joan baldovi 2019 4806 caso preso enfermedad 2015 2018 registrar 20 muerte enfermedad carcel institucion penitenciario reivindicar 98 conseguir curar el,2020-03-01,1
llegar madrid avion militar procedente china 14 tonelada material sanitario,a400 m aterrizado base torrejon ardoz procedente shanghai tras largo viaje,2020-03-30,1
jordi sanchez ofrecer erc unidad condicionar psoe tras 28-a,cabeza listo jxcat eleccion general decir convencido tarde temprano psoe aceptar via referendum pese ahora negar posibilidad,2019-04-18,1
aragones cierra nuevo govern excargo psc cdc podem,finalmente president generalitat cerrado carpeta nuevo ejecutivo catalan domingo noche incorporacion siete nuevo conseller conseller,2022-10-09,1
pp borra por error cifuent convencion nacional,conservador incluir nombre presidentar comunidad madrid borrador programa aclaran cifuent finalmente previsto participar conferencia sabado sevillar,2018-04-04,1
congreso dar luz verde retirar medalla billy nino,acordado equo unidas pp iniciativa finalmente incorporado sugerencia equo contar 207 voto favor 57 86 abstencion,2020-06-11,0
hector illueca cuando aparecer estructura poder psoe temblar pierna,ser presentacion libro propuesta republicano anuncio poco hora candidatura hector illueco vicepresidente segundo generalitat valenciano conseller vivienda arquitectura bioclimatico primario podem encabezar lista autonomico convertido acto politico primero linea numeroso presencia mediatico teatre micalet ser incapaz albergar numerosisimo publico mejor cita electoral illueca salir calle megafono mano avisar aforo completo,2022-10-06,0
yolanda diaz iniciar fase final sumar tras ver primero propuesta grupo trabajo 12 enero,vicepresidenta segundo reunir equipo sectorial poner comun eje proyecto hacer balance proceso escuchar dos dia despues 14 celebrar nuevo acto sumar barcelona primero ano,2023-01-04,1
rivera apostar elia bendodo eleccion andaluz,poner cara presidenta dicho santiago elia bendodo miercoles eaj-pnv celebrar manana comite ejecutivo nacional ratificar eleccion candidato eleccion,2022-04-27,0
garcia-gallardo vox gran desconocido twitter poner escena publico,candidato formacion ultraderecho joven abogado burgo autentico desconocido descubrir decena tuits racista homofobo machista poner boca,2022-02-09,1
reproche lider indigen almeido el amazona importante iglesia,critica constructivo representante indigen recordado alcalde madrid nino joven respirar futuro,2019-12-03,1
equo lanza video logro gobierno cristina narbonar siete mes,video centrar idea recuperacion derechos libertades recortado anterior gobierno iniciativo vers per catalunya,2018-12-31,0
